"","a_total","b_total","sample_size","posterior"
"39334",35,44,61,0.9544
"39335",35,45,61,0.971
"39336",35,46,61,0.982
"39337",35,47,61,0.9902
"39338",35,48,61,0.9949
"39339",35,49,61,0.997
"39340",35,50,61,0.9986
"39341",35,51,61,0.9994
"39342",35,52,61,0.9995
"39343",35,53,61,0.9998
"39344",35,54,61,1
"39345",35,55,61,1
"39346",35,56,61,1
"39347",35,57,61,1
"39348",35,58,61,1
"39349",35,59,61,1
"39350",35,60,61,1
"39351",35,61,61,1
"39352",36,37,61,0.5724
"39353",36,38,61,0.6461
"39354",36,39,61,0.7113
"39355",36,40,61,0.7687
"39356",36,41,61,0.8195
"39357",36,42,61,0.8704
"39358",36,43,61,0.9052
"39359",36,44,61,0.9329
"39360",36,45,61,0.9585
"39361",36,46,61,0.9724
"39362",36,47,61,0.9827
"39363",36,48,61,0.99
"39364",36,49,61,0.9934
"39365",36,50,61,0.9978
"39366",36,51,61,0.9987
"39367",36,52,61,0.9995
"39368",36,53,61,0.9999
"39369",36,54,61,1
"39370",36,55,61,1
"39371",36,56,61,0.9999
"39372",36,57,61,1
"39373",36,58,61,1
"39374",36,59,61,1
"39375",36,60,61,1
"39376",36,61,61,1
"39377",37,38,61,0.5756
"39378",37,39,61,0.6474
"39379",37,40,61,0.7107
"39380",37,41,61,0.768
"39381",37,42,61,0.8256
"39382",37,43,61,0.8652
"39383",37,44,61,0.9108
"39384",37,45,61,0.939
"39385",37,46,61,0.9592
"39386",37,47,61,0.9741
"39387",37,48,61,0.9852
"39388",37,49,61,0.9915
"39389",37,50,61,0.9963
"39390",37,51,61,0.9976
"39391",37,52,61,0.9983
"39392",37,53,61,0.9997
"39393",37,54,61,0.9997
"39394",37,55,61,0.9997
"39395",37,56,61,1
"39396",37,57,61,1
"39397",37,58,61,1
"39398",37,59,61,1
"39399",37,60,61,1
"39400",37,61,61,1
"39401",38,39,61,0.5682
"39402",38,40,61,0.6466
"39403",38,41,61,0.7166
"39404",38,42,61,0.773
"39405",38,43,61,0.8257
"39406",38,44,61,0.875
"39407",38,45,61,0.9077
"39408",38,46,61,0.9438
"39409",38,47,61,0.9585
"39410",38,48,61,0.9728
"39411",38,49,61,0.9848
"39412",38,50,61,0.9905
"39413",38,51,61,0.9954
"39414",38,52,61,0.9984
"39415",38,53,61,0.9994
"39416",38,54,61,0.9997
"39417",38,55,61,1
"39418",38,56,61,0.9998
"39419",38,57,61,1
"39420",38,58,61,1
"39421",38,59,61,1
"39422",38,60,61,1
"39423",38,61,61,1
"39424",39,40,61,0.5719
"39425",39,41,61,0.6411
"39426",39,42,61,0.7179
"39427",39,43,61,0.7731
"39428",39,44,61,0.8344
"39429",39,45,61,0.8852
"39430",39,46,61,0.9153
"39431",39,47,61,0.9417
"39432",39,48,61,0.9627
"39433",39,49,61,0.978
"39434",39,50,61,0.9871
"39435",39,51,61,0.9926
"39436",39,52,61,0.9962
